secCode,secName,orgId,announcementTitle,adjunctUrl
601992,金隅集团,9900006630,金隅集团唐山冀东水泥股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216262110.PDF
600876,凯盛新能,gssh0600876,凯盛新能源股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216262089.PDF
2054,德美化工,9900000062,德美化工2022年年度报告（更新前）,http://static.cninfo.com.cn/finalpage/2023-03-30/1216262032.PDF
2285,世联行,9900007914,世联行2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261995.PDF
2156,通富微电,9900003427,通富微电2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261971.PDF
2389,航天彩虹,9900011727,航天彩虹2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261876.PDF
2122,天马股份,9900002421,天马股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261823.PDF
2460,赣锋锂业,9900013787,赣锋锂业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261817.PDF
688252,天德钰,9900049001,深圳天德钰科技股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261780.PDF
601727,上海电气,9900005766,上海电气2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261757.PDF
600716,凤凰股份,gssh0600716,凤凰股份2022年年度报告全文,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261717.PDF
715,中兴商业,gssz0000715,中兴商业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261680.PDF
300319,麦捷科技,9900022121,麦捷科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261632.PDF
1203,大中矿业,9900023231,大中矿业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261590.PDF
1289,龙源电力,9900009768,龙源电力2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261533.PDF
3022,联泓新科,9900039749,联泓新科2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261513.PDF
1236,弘业期货,9900031747,弘业期货2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261474.PDF
900948,伊泰Ｂ股,gssh0900948,伊泰Ｂ股内蒙古伊泰煤炭股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261437.PDF
603733,仙鹤股份,9900034849,仙鹤股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261380.PDF
600598,北大荒,gssh0600598,黑龙江北大荒农业股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261373.PDF
2053,云南能投,gssz0002053,云南能投2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261325.PDF
301367,怡和嘉业,nssc1000853,怡和嘉业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261256.PDF
300327,中颖电子,9900022000,中颖电子2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261135.PDF
603300,华铁应急,9900023468,浙江华铁应急设备科技股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261106.PDF
601038,一拖股份,gshk0000038,一拖股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261048.PDF
601015,陕西黑猫,9900022940,陕西黑猫：2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216261019.PDF
600997,开滦股份,gssh0600997,开滦股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260993.PDF
600502,安徽建工,gssh0600502,安徽建工2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260939.PDF
600226,ST瀚叶,gssh0600226,ST瀚叶浙江瀚叶股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260896.PDF
300386,飞天诚信,9900023058,飞天诚信2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260853.PDF
2920,德赛西威,9900032987,德赛西威2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260792.PDF
859,国风新材,gssz0000859,国风新材2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260738.PDF
2766,索菱股份,9900023703,索菱股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260672.PDF
3028,振邦智能,9900039781,振邦智能2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260623.PDF
2662,京威股份,9900022144,京威股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260546.PDF
688276,百克生物,nssc1000784,长春百克生物科技股份公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260510.PDF
605580,恒盛能源,gfbj0872062,恒盛能源股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260481.PDF
404,长虹华意,gssz0000404,长虹华意2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260452.PDF
603967,中创物流,9900033064,中创物流股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260435.PDF
3021,兆威机电,9900039718,兆威机电2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260410.PDF
761,本钢板材,gssz0000761,本钢板材2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260375.PDF
2595,豪迈科技,9900020389,豪迈科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260341.PDF
2918,蒙娜丽莎,9900033052,蒙娜丽莎2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260259.PDF
2978,安宁股份,9900034946,安宁股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260232.PDF
301282,金禄电子,9900046625,金禄电子2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260136.PDF
603109,神驰机电,9900034528,神驰机电2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260081.PDF
603043,广州酒家,9900023009,广州酒家：2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260068.PDF
601628,中国人寿,9900001881,中国人寿2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216260028.PDF
601618,中国中冶,9900008087,中国中冶2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259993.PDF
601375,中原证券,qsgn0000802,中原证券股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259984.PDF
600838,上海九百,gssh0600838,上海九百2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259972.PDF
600675,中华企业,gssh0600675,中华企业股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259939.PDF
600386,北巴传媒,gssh0600386,北巴传媒北京巴士传媒股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259931.PDF
300437,清水源,9900023933,清水源2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259851.PDF
597,东北制药,gssz0000597,东北制药2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259799.PDF
1206,依依股份,gfbj0870245,依依股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259695.PDF
603399,吉翔股份,9900023227,吉翔股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259554.PDF
600938,中国海油,gshk0000883,中国海油中国海洋石油有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259494.PDF
600725,云维股份,gssh0600725,云维股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259482.PDF
600488,津药药业,gssh0600488,津药药业股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259466.PDF
600207,安彩高科,gssh0600207,安彩高科2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259436.PDF
300365,恒华科技,9900022869,恒华科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259369.PDF
927,中国铁物,gssz0000927,中国铁物2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259333.PDF
2399,海普瑞,9900012288,海普瑞2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259296.PDF
2457,青龙管业,9900013690,青龙管业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259228.PDF
300905,宝丽迪,9900039812,宝丽迪2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259195.PDF
2759,天际股份,9900023778,天际股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216259125.PDF
3013,地铁设计,9900039775,地铁设计2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258986.PDF
661,长春高新,gssz0000661,长春高新2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258964.PDF
688331,荣昌生物,9900047137,荣昌生物制药（烟台）股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258898.PDF
300143,盈康生命,9900015468,盈康生命2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258845.PDF
300711,广哈通信,9900034451,广哈通信2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258795.PDF
300127,银河磁体,9900014287,银河磁体2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258751.PDF
603477,巨星农牧,9900035087,巨星农牧2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258748.PDF
601208,东材科技,9900019705,四川东材科技集团股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258716.PDF
600814,杭州解百,gssh0600814,杭州解百集团股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258679.PDF
600428,中远海特,gssh0600428,中远海特中远海运特种运输股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258650.PDF
600420,国药现代,gssh0600420,国药现代2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258599.PDF
300957,贝泰妮,9900041876,贝泰妮2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258541.PDF
2365,永安药业,9900010849,永安药业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258461.PDF
300841,康华生物,9900038393,康华生物2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258421.PDF
2480,新筑股份,9900014609,新筑股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258277.PDF
722,湖南发展,gssz0000722,湖南发展2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258236.PDF
603937,丽岛新材,gfbj0832374,丽岛新材：2022年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258186.PDF
601872,招商轮船,9900001441,招商轮船2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258171.PDF
601333,广深铁路,9900001741,广深铁路2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258145.PDF
601298,青岛港,GD025907,青岛港国际股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258129.PDF
601000,唐山港,9900013088,唐山港集团股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258093.PDF
600805,悦达投资,gssh0600805,600805_悦达投资_2022年_年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258079.PDF
600426,华鲁恒升,gssh0600426,华鲁恒升2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258032.PDF
600306,ST商城,gssh0600306,ST商城沈阳商业城股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216258021.PDF
2404,嘉欣丝绸,9900012350,嘉欣丝绸2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257847.PDF
550,江铃汽车,gssz0000550,江铃汽车2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257822.PDF
688161,威高骨科,nssc1000274,山东威高骨科材料股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257767.PDF
603626,科森科技,9900029914,科森科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257734.PDF
601799,星宇股份,9900017668,星宇股份2022年年度报告全文,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257679.PDF
600027,华电国际,gssh0600027,华电国际2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257625.PDF
2349,精华制药,9900010389,精华制药2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257551.PDF
833,粤桂股份,gssz0000833,粤桂股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257475.PDF
2461,珠江啤酒,9900011107,珠江啤酒2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257395.PDF
2943,宇晶股份,gfbj0834124,宇晶股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257260.PDF
603950,长源东谷,9900037311,襄阳长源东谷实业股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257200.PDF
601579,会稽山,9900023219,会稽山绍兴酒股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257147.PDF
600692,亚通股份,gssh0600692,亚通股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257135.PDF
300142,沃森生物,9900014830,沃森生物2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216257112.PDF
2007,华兰生物,gssz0002007,华兰生物2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256976.PDF
2367,康力电梯,9900010928,康力电梯2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256908.PDF
301207,华兰疫苗,nssc1000791,华兰疫苗2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256823.PDF
2484,江海股份,9900014777,江海股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256749.PDF
300824,北鼎股份,gfbj0430532,北鼎股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256614.PDF
688016,心脉医疗,9900039142,心脉医疗：2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256479.PDF
600329,达仁堂,gssh0600329,达仁堂关于变更《2022年年度报告》披露日期的公告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256420.PDF
300485,赛升药业,9900024802,赛升药业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256363.PDF
548,湖南投资,gssz0000548,湖南投资2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256334.PDF
600272,开开实业,gssh0600272,开开实业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256149.PDF
2290,禾盛新材,9900007968,禾盛新材2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216256122.PDF
605060,联德股份,9900039810,联德股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255910.PDF
600073,上海梅林,gssh0600073,上海梅林2022年年度报告全文,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255885.PDF
2020,京新药业,gssz0002020,京新药业2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255871.PDF
2039,黔源电力,gssz0002039,黔源电力2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255812.PDF
970,中科三环,gssz0000970,中科三环2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255768.PDF
300575,中旗股份,gfbj0831223,中旗股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255695.PDF
688309,*ST恒誉,gfbj0837414,ST恒誉2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255675.PDF
2519,银河电子,9900016210,银河电子2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255304.PDF
688293,奥浦迈,9900048799,奥浦迈：2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255204.PDF
603225,新凤鸣,9900023641,新凤鸣2022年年度报告全文,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255161.PDF
600908,无锡银行,9900024953,无锡银行2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216255121.PDF
39,中集集团,gssz0000039,中集集团2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216289504.PDF
830946,森萱医药,gfbj0830946,森萱医药2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216260596.PDF
836957,汉维科技,gfbj0836957,汉维科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216256986.PDF
688005,容百科技,9900038937,容百科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216247566.PDF
600889,南京化纤,gssh0600889,600889_南京化纤_2022年_年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216247539.PDF
600858,银座股份,gssh0600858,银座股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216247519.PDF
300675,建科院,9900030873,建科院2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216247421.PDF
601991,大唐发电,9900001601,大唐发电2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216247181.PDF
2114,罗平锌电,9900002161,罗平锌电2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216247027.PDF
999,华润三九,gssz0000999,华润三九2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216247003.PDF
600801,华新水泥,gssh0600801,华新水泥 2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246923.PDF
2708,光洋股份,9900023255,光洋股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246880.PDF
200771,杭汽轮Ｂ,gssz0200771,杭汽轮Ｂ2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246728.PDF
2129,TCL中环,9900002703,TCL中环2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246676.PDF
603578,三星新材,gfbj0831645,浙江三星新材股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246629.PDF
2594,比亚迪,gshk0001211,比亚迪2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246589.PDF
2402,和而泰,9900012348,和而泰2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246546.PDF
300309,*ST吉艾,9900021900,ST吉艾2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246509.PDF
1270,铖昌科技,9900052541,铖昌科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246460.PDF
601969,海南矿业,9900023250,海南矿业股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246410.PDF
2062,宏润建设,9900000362,宏润建设2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246360.PDF
2299,圣农发展,9900008409,圣农发展2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246270.PDF
688078,龙软科技,9900024805,北京龙软科技股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246217.PDF
600183,生益科技,gssh0600183,生益科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246172.PDF
300456,赛微电子,9900023823,赛微电子2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246151.PDF
300457,赢合科技,9900023940,赢合科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246104.PDF
2938,鹏鼎控股,9900036236,鹏鼎控股2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245992.PDF
688981,中芯国际,gshk0000981,中芯国际2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245933.PDF
603191,望变电气,gfbj0832960,望变电气2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245898.PDF
401,冀东水泥,gssz0000401,冀东水泥2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245883.PDF
601456,国联证券,qsgn0000343,国联证券股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245857.PDF
600078,ST澄星,gssh0600078,ST澄星江苏澄星磷化工股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245833.PDF
2294,信立泰,9900008010,信立泰2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245817.PDF
601886,江河集团,9900021258,江河集团2022年度报告全文,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245640.PDF
600992,贵绳股份,gssh0600992,贵绳股份贵州钢绳股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245602.PDF
600836,上海易连,gssh0600836,上海易连2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245580.PDF
600657,信达地产,gssh0600657,信达地产2022年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245554.PDF
600252,中恒集团,gssh0600252,广西梧州中恒集团股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245542.PDF
2060,粤 水 电,9900000281,粤 水 电2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245499.PDF
300047,天源迪科,9900009587,天源迪科2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245365.PDF
2983,芯瑞达,9900038397,芯瑞达2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245257.PDF
2352,顺丰控股,9900010448,顺丰控股2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245203.PDF
688351,微电生理,gfbj0871960,微电生理2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245176.PDF
600602,云赛智联,gssh0600602,云赛智联2022年年度报告全文,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245149.PDF
2351,漫步者,9900010447,漫步者2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245098.PDF
300788,中信出版,gfbj0834291,中信出版2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245077.PDF
2782,可立克,9900023239,可立克2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245020.PDF
2166,莱茵生物,9900003561,莱茵生物2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244885.PDF
601811,新华文轩,gshk0000811,新华文轩2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244827.PDF
300390,天华新能,9900023045,天华新能2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244703.PDF
688337,普源精电,9900046628,普源精电科技股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244682.PDF
688139,海尔生物,9900039010,青岛海尔生物医疗股份有限公司2022年年度报告全文,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244643.PDF
600985,淮北矿业,gssh0600985,淮北矿业控股股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244582.PDF
712,锦龙股份,gssz0000712,锦龙股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244549.PDF
300536,农尚环境,9900027767,农尚环境2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244395.PDF
688522,纳睿雷达,9900048075,广东纳睿雷达科技股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244228.PDF
600029,南方航空,gssh0600029,南方航空2022年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244194.PDF
1283,豪鹏科技,9900048773,豪鹏科技2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244106.PDF
738,航发控制,gssz0000738,航发控制2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216244005.PDF
2801,微光股份,9900026210,微光股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243951.PDF
600871,石化油服,gssh0600871,石化油服2022年年度报告全文,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243927.PDF
600724,宁波富达,gssh0600724,宁波富达2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243903.PDF
300347,泰格医药,9900022262,泰格医药2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243864.PDF
2234,民和股份,9900004604,民和股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243792.PDF
603577,汇金通,9900029595,汇金通2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243615.PDF
600282,南钢股份,gssh0600282,南钢股份南京钢铁股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243580.PDF
2960,青鸟消防,9900029804,青鸟消防2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243467.PDF
600370,三房巷,gssh0600370,江苏三房巷聚材股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243373.PDF
2838,道恩股份,9900022768,道恩股份2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243282.PDF
300206,理邦仪器,9900018889,理邦仪器2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243188.PDF
300821,东岳硅材,9900037902,东岳硅材2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216243160.PDF
301096,百诚医药,gfbj0837332,百诚医药2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216242955.PDF
600007,中国国贸,gssh0600007,中国国贸2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216242898.PDF
895,双汇发展,gssz0000895,双汇发展2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216242470.PDF
601528,瑞丰银行,9900032315,瑞丰银行浙江绍兴瑞丰农村商业银行股份有限公司2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216242347.PDF
688618,三旺通信,nssc1000604,深圳市三旺通信股份有限公司2022年度报告,http://static.cninfo.com.cn/finalpage/2023-03-29/1216242103.PDF
301035,润丰股份,gfbj0837380,润丰股份2022年年度报告（更正后）,http://static.cninfo.com.cn/finalpage/2023-03-28/1216242835.PDF
838670,恒进感应,gfbj0838670,恒进感应2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216242450.PDF
688669,聚石化学,gfbj0833817,聚石化学2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238730.PDF
600266,城建发展,gssh0600266,城建发展2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238461.PDF
16,深康佳Ａ,gssz0000016,深康佳Ａ2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238393.PDF
636,风华高科,gssz0000636,风华高科2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238318.PDF
2611,东方精工,9900021298,东方精工2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238284.PDF
600016,民生银行,gssh0600016,中国民生银行2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238250.PDF
300446,乐凯新材,9900023852,乐凯新材2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238211.PDF
300602,飞荣达,9900030885,飞荣达2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238159.PDF
300586,美联新材,9900028850,美联新材2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-28/1216238111.PDF
